review_round,reviewer_id,item_key,construct,facet,rating_dimension,rating_value,reviewer_comment,suggested_rewrite,conflict_flag
,,SE02,eating_self_efficacy,time_pressure,safety_ethical_acceptability,,,,
,,SE02,eating_self_efficacy,time_pressure,copyright_originality_concern,,,,
,,SE03,eating_self_efficacy,social,relevance,,,,
,,SE03,eating_self_efficacy,social,comprehensibility,,,,
,,SE03,eating_self_efficacy,social,cultural_appropriateness,,,,
,,SE03,eating_self_efficacy,social,response_recall_fit,,,,
,,SE03,eating_self_efficacy,social,safety_ethical_acceptability,,,,
,,SE03,eating_self_efficacy,social,copyright_originality_concern,,,,
,,SE04,eating_self_efficacy,cues,relevance,,,,
,,SE04,eating_self_efficacy,cues,comprehensibility,,,,
,,SE04,eating_self_efficacy,cues,cultural_appropriateness,,,,
,,SE04,eating_self_efficacy,cues,response_recall_fit,,,,
,,SE04,eating_self_efficacy,cues,safety_ethical_acceptability,,,,
,,SE04,eating_self_efficacy,cues,copyright_originality_concern,,,,
,,SE05,eating_self_efficacy,recovery,relevance,,,,
,,SE05,eating_self_efficacy,recovery,comprehensibility,,,,
,,SE05,eating_self_efficacy,recovery,cultural_appropriateness,,,,
,,SE05,eating_self_efficacy,recovery,response_recall_fit,,,,
,,SE05,eating_self_efficacy,recovery,safety_ethical_acceptability,,,,
,,SE05,eating_self_efficacy,recovery,copyright_originality_concern,,,,
,,SE06,eating_self_efficacy,fatigue,relevance,,,,
,,SE06,eating_self_efficacy,fatigue,comprehensibility,,,,
,,SE06,eating_self_efficacy,fatigue,cultural_appropriateness,,,,
,,SE06,eating_self_efficacy,fatigue,response_recall_fit,,,,
,,SE06,eating_self_efficacy,fatigue,safety_ethical_acceptability,,,,
,,SE06,eating_self_efficacy,fatigue,copyright_originality_concern,,,,
,,HA01,habit_automaticity,automatic_start,relevance,,,,
,,HA01,habit_automaticity,automatic_start,comprehensibility,,,,
,,HA01,habit_automaticity,automatic_start,cultural_appropriateness,,,,
,,HA01,habit_automaticity,automatic_start,response_recall_fit,,,,
,,HA01,habit_automaticity,automatic_start,safety_ethical_acceptability,,,,
,,HA01,habit_automaticity,automatic_start,copyright_originality_concern,,,,
,,HA02,habit_automaticity,sequence,relevance,,,,
,,HA02,habit_automaticity,sequence,comprehensibility,,,,
,,HA02,habit_automaticity,sequence,cultural_appropriateness,,,,
,,HA02,habit_automaticity,sequence,response_recall_fit,,,,
,,HA02,habit_automaticity,sequence,safety_ethical_acceptability,,,,
,,HA02,habit_automaticity,sequence,copyright_originality_concern,,,,
,,HA03,habit_automaticity,awareness_lag,relevance,,,,
,,HA03,habit_automaticity,awareness_lag,comprehensibility,,,,
,,HA03,habit_automaticity,awareness_lag,cultural_appropriateness,,,,
,,HA03,habit_automaticity,awareness_lag,response_recall_fit,,,,
,,HA03,habit_automaticity,awareness_lag,safety_ethical_acceptability,,,,
,,HA03,habit_automaticity,awareness_lag,copyright_originality_concern,,,,
,,HA04,habit_automaticity,context_trigger,relevance,,,,
,,HA04,habit_automaticity,context_trigger,comprehensibility,,,,
,,HA04,habit_automaticity,context_trigger,cultural_appropriateness,,,,
,,HA04,habit_automaticity,context_trigger,response_recall_fit,,,,
,,HA04,habit_automaticity,context_trigger,safety_ethical_acceptability,,,,
,,HA04,habit_automaticity,context_trigger,copyright_originality_concern,,,,
,,HA05,habit_automaticity,low_deliberation,relevance,,,,
,,HA05,habit_automaticity,low_deliberation,comprehensibility,,,,
,,HA05,habit_automaticity,low_deliberation,cultural_appropriateness,,,,
,,HA05,habit_automaticity,low_deliberation,response_recall_fit,,,,
,,HA05,habit_automaticity,low_deliberation,safety_ethical_acceptability,,,,
,,HA05,habit_automaticity,low_deliberation,copyright_originality_concern,,,,
,,HA06,habit_automaticity,deliberate_choice,relevance,,,,
,,HA06,habit_automaticity,deliberate_choice,comprehensibility,,,,
,,HA06,habit_automaticity,deliberate_choice,cultural_appropriateness,,,,
,,HA06,habit_automaticity,deliberate_choice,response_recall_fit,,,,
,,HA06,habit_automaticity,deliberate_choice,safety_ethical_acceptability,,,,
,,HA06,habit_automaticity,deliberate_choice,copyright_originality_concern,,,,
,,BI01,body_image_avoidance,photographs,relevance,,,,
,,BI01,body_image_avoidance,photographs,comprehensibility,,,,
,,BI01,body_image_avoidance,photographs,cultural_appropriateness,,,,
,,BI01,body_image_avoidance,photographs,response_recall_fit,,,,
,,BI01,body_image_avoidance,photographs,safety_ethical_acceptability,,,,
,,BI01,body_image_avoidance,photographs,copyright_originality_concern,,,,
,,BI02,body_image_avoidance,mirror,relevance,,,,
,,BI02,body_image_avoidance,mirror,comprehensibility,,,,
,,BI02,body_image_avoidance,mirror,cultural_appropriateness,,,,
,,BI02,body_image_avoidance,mirror,response_recall_fit,,,,
,,BI02,body_image_avoidance,mirror,safety_ethical_acceptability,,,,
,,BI02,body_image_avoidance,mirror,copyright_originality_concern,,,,
,,BI03,body_image_avoidance,clothing,relevance,,,,
,,BI03,body_image_avoidance,clothing,comprehensibility,,,,
,,BI03,body_image_avoidance,clothing,cultural_appropriateness,,,,
,,BI03,body_image_avoidance,clothing,response_recall_fit,,,,
,,BI03,body_image_avoidance,clothing,safety_ethical_acceptability,,,,
,,BI03,body_image_avoidance,clothing,copyright_originality_concern,,,,
,,BI04,body_image_avoidance,social_participation,relevance,,,,
,,BI04,body_image_avoidance,social_participation,comprehensibility,,,,
,,BI04,body_image_avoidance,social_participation,cultural_appropriateness,,,,
,,BI04,body_image_avoidance,social_participation,response_recall_fit,,,,
,,BI04,body_image_avoidance,social_participation,safety_ethical_acceptability,,,,
,,BI04,body_image_avoidance,social_participation,copyright_originality_concern,,,,
,,BI05,body_image_avoidance,movement_participation,relevance,,,,
,,BI05,body_image_avoidance,movement_participation,comprehensibility,,,,
,,BI05,body_image_avoidance,movement_participation,cultural_appropriateness,,,,
,,BI05,body_image_avoidance,movement_participation,response_recall_fit,,,,
,,BI05,body_image_avoidance,movement_participation,safety_ethical_acceptability,,,,
,,BI05,body_image_avoidance,movement_participation,copyright_originality_concern,,,,
,,BI06,body_image_avoidance,participation_despite_discomfort,relevance,,,,
,,BI06,body_image_avoidance,participation_despite_discomfort,comprehensibility,,,,
,,BI06,body_image_avoidance,participation_despite_discomfort,cultural_appropriateness,,,,
,,BI06,body_image_avoidance,participation_despite_discomfort,response_recall_fit,,,,
,,BI06,body_image_avoidance,participation_despite_discomfort,safety_ethical_acceptability,,,,
,,BI06,body_image_avoidance,participation_despite_discomfort,copyright_originality_concern,,,,
,,IM01,implementation_maintenance_friction,action_clarity,relevance,,,,
,,IM01,implementation_maintenance_friction,action_clarity,comprehensibility,,,,
,,IM01,implementation_maintenance_friction,action_clarity,cultural_appropriateness,,,,
,,IM01,implementation_maintenance_friction,action_clarity,response_recall_fit,,,,
,,IM01,implementation_maintenance_friction,action_clarity,safety_ethical_acceptability,,,,
,,IM01,implementation_maintenance_friction,action_clarity,copyright_originality_concern,,,,
,,IM02,implementation_maintenance_friction,setup_burden,relevance,,,,
,,IM02,implementation_maintenance_friction,setup_burden,comprehensibility,,,,
,,IM02,implementation_maintenance_friction,setup_burden,cultural_appropriateness,,,,
,,IM02,implementation_maintenance_friction,setup_burden,response_recall_fit,,,,
,,IM02,implementation_maintenance_friction,setup_burden,safety_ethical_acceptability,,,,
,,IM02,implementation_maintenance_friction,setup_burden,copyright_originality_concern,,,,
,,IM03,implementation_maintenance_friction,minimum_version,relevance,,,,
,,IM03,implementation_maintenance_friction,minimum_version,comprehensibility,,,,
,,IM03,implementation_maintenance_friction,minimum_version,cultural_appropriateness,,,,
,,IM03,implementation_maintenance_friction,minimum_version,response_recall_fit,,,,
,,IM03,implementation_maintenance_friction,minimum_version,safety_ethical_acceptability,,,,
,,IM03,implementation_maintenance_friction,minimum_version,copyright_originality_concern,,,,
,,IM04,implementation_maintenance_friction,disruption,relevance,,,,
,,IM04,implementation_maintenance_friction,disruption,comprehensibility,,,,
,,IM04,implementation_maintenance_friction,disruption,cultural_appropriateness,,,,
,,IM04,implementation_maintenance_friction,disruption,response_recall_fit,,,,
,,IM04,implementation_maintenance_friction,disruption,safety_ethical_acceptability,,,,
,,IM04,implementation_maintenance_friction,disruption,copyright_originality_concern,,,,
,,IM05,implementation_maintenance_friction,resumption,relevance,,,,
,,IM05,implementation_maintenance_friction,resumption,comprehensibility,,,,
,,IM05,implementation_maintenance_friction,resumption,cultural_appropriateness,,,,
,,IM05,implementation_maintenance_friction,resumption,response_recall_fit,,,,
,,IM05,implementation_maintenance_friction,resumption,safety_ethical_acceptability,,,,
,,IM05,implementation_maintenance_friction,resumption,copyright_originality_concern,,,,
,,IM06,implementation_maintenance_friction,repeatability,relevance,,,,
,,IM06,implementation_maintenance_friction,repeatability,comprehensibility,,,,
,,IM06,implementation_maintenance_friction,repeatability,cultural_appropriateness,,,,
,,IM06,implementation_maintenance_friction,repeatability,response_recall_fit,,,,
,,IM06,implementation_maintenance_friction,repeatability,safety_ethical_acceptability,,,,
,,IM06,implementation_maintenance_friction,repeatability,copyright_originality_concern,,,,
,,AC01,response_quality,instructional_check,relevance,,,,
,,AC01,response_quality,instructional_check,comprehensibility,,,,
,,AC01,response_quality,instructional_check,cultural_appropriateness,,,,
,,AC01,response_quality,instructional_check,response_recall_fit,,,,
,,AC01,response_quality,instructional_check,safety_ethical_acceptability,,,,
,,AC01,response_quality,instructional_check,copyright_originality_concern,,,,
,,AC02,response_quality,semantic_consistency,relevance,,,,
,,AC02,response_quality,semantic_consistency,comprehensibility,,,,
,,AC02,response_quality,semantic_consistency,cultural_appropriateness,,,,
,,AC02,response_quality,semantic_consistency,response_recall_fit,,,,
,,AC02,response_quality,semantic_consistency,safety_ethical_acceptability,,,,
,,AC02,response_quality,semantic_consistency,copyright_originality_concern,,,,
