review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,11,EC05,external_cue_reactivity,preoccupation,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Хоолны бодлоос анхаарал сарнихыг асуух нь эмзэг санагдаж болох ч оношлох хэллэггүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,12,UC02,uncontrolled_eating,intended_amount,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Төлөвлөсөн хэмжээнээс илүү идсэнийг асууж байгаа ч нөхцөл шалтгааныг буруутгахгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,13,EE04,emotional_eating,loneliness,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Ганцаардал ба идэх хүслийг холбосон нь хувийн мэдрэмжийг ил болгох тул эмзэг байж болно.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,14,RR02,restrictive_rebound,prohibition,4,4,4,4,4,4,4,2,low,none,low,moderate,high,none,low,none,minor_rewrite,"“Бүрэн хориглох” нь хатуу дүрмийг ил тод асууж, шившиглэл мэдрүүлж болзошгүй.","Зарим хоолыг өөртөө огт идэхгүй байх дүрэм тогтоосон.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,15,HS04,hunger_satiety_awareness,comfortable_fullness,4,4,3,4,4,4,4,4,low,none,none,low,low,moderate,low,none,minor_rewrite,"“Тав тухтай цадсан” нь хүн бүрт өөрөөр ойлгогдож болох ч шүүмжлэх өнгөгүй.","Идэж байхдаа өөрт тав тухтай цадсан мөчөө анзаарсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,16,IM01,implementation_maintenance_friction,action_clarity,4,4,4,4,4,4,4,4,low,none,low,moderate,moderate,none,low,none,retain,"Тодорхой бус төлөвлөгөө эхлүүлэхэд нөлөөлснийг нэг шалтгаанаар асууж байна.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,17,AC02,response_quality,semantic_consistency,4,4,3,3,4,4,4,4,moderate,none,moderate,low,low,none,moderate,none,minor_rewrite,"Асуулт бүрт ижил хариу сонгох тухай өгүүлбэр нь хариулах хэв маягийг анхааруулж, утга нь бүрхэг байна.","Сүүлийн 14 хоногт асуулт бүрт ижил хариулт сонгох хэрэгтэй мэт санагдсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,18,RR06,restrictive_rebound,flexible_return,4,4,4,4,4,4,4,3,low,none,low,high,moderate,moderate,low,none,minor_rewrite,"“Хэвийн хэмнэл” нь зөв хариулт мэт сонсогдож, өөр нөхцөлд хүмүүсийг сөргөөр дүгнэхэд хүргэж болно.","Төлөвлөснөөс өөр идсэний дараа дараагийн хоолондоо ердийн хэмнэлдээ орсон.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,19,SE04,eating_self_efficacy,cues,4,4,4,4,4,3,4,3,moderate,none,low,moderate,low,none,moderate,none,retain,"Ойрхон хоолны дэргэд сонголт хийх итгэлийг асууж байгаа ч 14 хоногийн итгэлийн дүгнэлт шаардана.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,20,UC05,uncontrolled_eating,unplanned_continuation,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Бага хэмжээнээс үргэлжлүүлэн идсэнийг асуух нь эмзэг боловч буруутгасан үггүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,21,HA04,habit_automaticity,context_trigger,4,4,3,4,4,4,4,4,moderate,none,none,low,low,none,moderate,none,minor_rewrite,"“Өөрөө эхэлдэг мэт” нь шууд утгаараа хэтрүүлэг мэт ойлгогдож болно.","Танил орчинд ороход идэх үйлдэл бараг бодолгүй эхэлсэн.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,22,EC04,external_cue_reactivity,digital_cue,4,4,4,4,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,"Апп эсвэл сурталчилгааны дараах давтагдах хоолны бодлыг тодорхой асууж байна.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,23,BI02,body_image_avoidance,mirror,4,4,4,4,4,4,4,2,low,none,low,high,high,none,moderate,none,minor_rewrite,"Тольноос зайлсхийх шалтгааныг биеийн талаарх тавгүй мэдрэмжтэй холбосон нь ичгүүр төрүүлж болно.","Биеэ харахад тавгүй санагдсанаас толиноос зайлсхийсэн.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,24,UC03,uncontrolled_eating,momentum,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Цадсанаа мэдсэн атлаа үргэлжлүүлэхийг асуух нь эмзэг боловч оношлогооны дүгнэлт биш.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,25,SE02,eating_self_efficacy,time_pressure,4,4,4,4,4,3,4,4,low,none,low,moderate,low,none,low,none,retain,"Завгүй үеийн боломжит сонголтын итгэлийг асууж, өөрийгөө шүүх хэллэггүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,26,SE01,eating_self_efficacy,stress,4,4,4,4,4,3,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Стресстэй өдрийг дурдатгах нь эмзэг байж болох ч хариултаас онош дүгнэхгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,27,HS03,hunger_satiety_awareness,late_hunger,4,4,4,4,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,"Сульдах ба өлсгөлөнг холбосон ч биеийн олон боломжит шалтгааныг асуулт өөрөө дүгнэхгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,28,HS06,hunger_satiety_awareness,signal_use,4,4,4,4,4,4,4,4,moderate,low,low,moderate,low,none,moderate,none,retain,"Биеийн дохиог ашиглах ба эхлэх/зогсох шийдвэрийг хамтатгасан ч буруутгах өнгөгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,29,EE05,emotional_eating,frustration,4,4,4,4,4,4,4,3,moderate,low,low,moderate,moderate,none,moderate,none,retain,"Уур, бухимдлын дараах хоол руу хандахыг асуух нь эмзэг ч шууд ёс суртахууны дүгнэлтгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,30,HA02,habit_automaticity,sequence,4,4,3,4,4,4,4,4,moderate,none,none,low,low,none,moderate,none,minor_rewrite,"“Дараалал болсон” нь ойлгогдох ч автомат байдлын утгыг энгийн болговол хариулахад хялбар.","Нэг үйлдлийн дараа юм идэх нь бараг автоматаар үргэлжилдэг болсон.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,31,BI06,body_image_avoidance,participation_despite_discomfort,4,4,4,4,4,4,4,2,low,none,low,high,high,moderate,moderate,none,minor_rewrite,"Биеийн талаарх тавгүй мэдрэмжийн дунд оролцох нь “сайн” хариулт мэт сонсогдож, ичгүүр үүсгэж болно.","Биеийнхээ талаар тавгүй байсан ч хүссэн үйл ажиллагаандаа оролцсон.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,32,BI05,body_image_avoidance,movement_participation,4,4,4,4,4,4,4,2,low,none,low,high,high,none,moderate,none,minor_rewrite,"Бусад хүн ажиглана гэх айдас нь биеийн талаарх ичгүүрийг ил болгох эмзэг асуулт.","Бусад хүн биеийг минь анзаарах вий гэж санаа зовоод хөдөлгөөн хийхээс зайлсхийсэн.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,33,SE03,eating_self_efficacy,social,4,4,4,4,4,3,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Бусадтай хооллох нөхцөл нь нийгмийн үнэлгээтэй санагдаж болох ч асуулт нь сонголтын итгэлд төвлөрсөн.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,34,HA01,habit_automaticity,automatic_start,4,4,4,4,4,4,4,4,moderate,none,none,low,low,none,moderate,none,retain,"Тодорхой цаг эсвэл газар дахь бодолгүй үйлдлийг жишээгээр ойлгомжтой асууж байна.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,35,IM02,implementation_maintenance_friction,setup_burden,4,4,4,4,4,4,4,4,low,none,low,moderate,low,none,low,none,retain,"Олон бэлтгэлээс болж хойшлохыг нэг шалтгаанаар асууж, буруутгах өнгөгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,36,IM05,implementation_maintenance_friction,resumption,4,4,4,4,4,4,4,4,low,none,low,high,low,moderate,low,none,retain,"Алгассаны дараа үргэлжлүүлэх нь эерэг сонсогдож болох ч хэллэг нь дарамттай биш.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,37,HS05,hunger_satiety_awareness,satiety_clarity,4,4,4,4,4,4,4,4,moderate,none,none,low,low,none,low,none,retain,"Цадсан эсэхийн эргэлзээг товч асуусан бөгөөд эмнэлзүйн шалтгаан оношлохгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,38,EE03,emotional_eating,boredom,4,4,4,4,4,4,4,3,moderate,low,low,moderate,moderate,none,moderate,none,retain,"Уйдсан үеийн идэхийг асуух нь зан үйлийг сөрөг мэт мэдрүүлж болох ч шүүмжилсэн үггүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,39,EC03,external_cue_reactivity,availability,4,4,4,4,4,4,4,4,moderate,none,low,moderate,low,none,moderate,none,retain,"Бэлэн хоол ба төлөвлөөгүй идэхийг холбосон ч хүний буруу гэж томьёолоогүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,40,HA06,habit_automaticity,deliberate_choice,4,4,4,4,4,4,4,4,low,none,low,moderate,low,moderate,low,none,retain,"Идэхээс өмнө зориуд сонголт хийхийг асуусан; эерэг хариулт бага зэрэг тааламжтай сонсогдоно.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,41,IM06,implementation_maintenance_friction,repeatability,4,4,4,4,4,4,4,4,low,none,low,moderate,moderate,none,low,none,retain,"Нэг өдрийн үйлдлийг дараагийн өдрүүдэд давтахад бэрхшээлийг тодорхой асууж байна.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,42,HS01,hunger_satiety_awareness,early_hunger,4,4,4,4,4,4,4,4,moderate,none,low,low,low,moderate,low,none,retain,"Өлсөлт хүчтэй болохоос өмнөх биеийн дохиог анзаарахыг асуусан, буруутгалгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,43,BI01,body_image_avoidance,photographs,4,4,4,4,4,4,4,2,low,none,low,high,high,none,moderate,none,minor_rewrite,"Зураг авахуулахтай холбоотой биеийн санаа зовнил нь ичгүүр болон нууцлах хариу үүсгэж болно.","Биеийн төрхдөө санаа зовсноос зураг авахуулахаас зайлсхийсэн.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,44,UC04,uncontrolled_eating,subjective_control,4,4,4,4,4,4,4,2,moderate,none,low,moderate,high,none,moderate,none,minor_rewrite,"“Өөрөө удирдаж чадахгүй” нь хяналт алдалт, өөрийгөө буруутгах мэдрэмжийг хурцатгаж болно.","Идэж байхдаа зогсох эсвэл үргэлжлүүлэхээ шийдэхэд хэцүү санагдсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,45,RR04,restrictive_rebound,rebound,4,4,4,4,4,4,4,2,moderate,none,moderate,moderate,high,none,moderate,none,minor_rewrite,"“Хяналтгүй орхисон” нь өөрийгөө шүүх, ёс суртахууны алдаа мэт мэдрэмж төрүүлж болно.","Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрийн хоолны сонголтоо төлөвлөхөө больсон.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,46,EE01,emotional_eating,stress,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Стресс, өлсгөлөн, идэхийг хамтатгасан нь эмзэг ч “муу” эсвэл оношлогооны хэллэггүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,47,UC01,uncontrolled_eating,stopping,4,4,4,4,4,4,4,2,moderate,none,low,moderate,high,none,moderate,none,minor_rewrite,"Зогсоох “хэцүү” байсан нь хяналтгүй мэт сонсогдож, ичгүүртэй хариу үүсгэж болно.","Идэж эхэлсний дараа хүссэн үедээ зогсоход бэрх санагдсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,48,HS02,hunger_satiety_awareness,hunger_discrimination,4,4,4,4,4,4,4,4,moderate,none,low,moderate,low,moderate,low,none,retain,"Идэх хүсэл ба өлсгөлөнг ялгахыг асуусан; чадсан гэсэн хариулт бага зэрэг тааламжтай сонсогдоно.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,49,SE06,eating_self_efficacy,fatigue,4,4,3,4,4,3,4,4,low,none,low,moderate,low,none,low,none,minor_rewrite,"“Хамгийн жижиг хувилбар” нь ямар үйлдэл гэдэг нь тодорхойгүй тул хүн бүр өөрөөр төсөөлнө.","Ядарсан үедээ ч өөрт боломжтой энгийн хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй вэ?",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,50,IM03,implementation_maintenance_friction,minimum_version,4,4,3,4,4,4,4,4,low,none,low,moderate,low,moderate,low,none,minor_rewrite,"“Хамгийн жижиг хувилбар” нь тодорхой бус бөгөөд бэлэн байх нь сайн хариулт мэт сонсогдоно.","Завгүй өдөр хийх энгийн хувилбар надад урьдчилан бэлэн байсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,51,EE06,emotional_eating,affect_tolerance,4,4,4,3,4,4,4,2,high,none,moderate,high,high,moderate,high,none,major_rewrite,"“Хоол идэлгүй” гэдэг нь идэхийг муу, тэвчихийг сайн мэт ёсчилж, сэтгэл хөдлөлийг дарах санаатай давхцаж болно.","Таагүй мэдрэмж төрөхөд хоол идэхээс өөр аргаар түүнийг даван туулах боломжтой байсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,52,EC02,external_cue_reactivity,smell_cue,4,4,4,4,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,"Үнэр анхаарал болон идэх шийдвэрт нөлөөлснийг асууж, хүнийг буруутгахгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,53,EE02,emotional_eating,sadness,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Гуниг ба түр тайвшрах мэдрэмжийг асуух нь хувийн эмзэг мэдээлэл боловч оношлохгүй.",,true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,54,UC06,uncontrolled_eating,pause_capacity,4,4,4,4,4,4,4,3,moderate,none,low,high,moderate,moderate,moderate,none,minor_rewrite,"Түр зогсох чадвар нь “зөв” хариулт мэт сонсогдож, өөрийгөө буруутгах дарамт үүсгэж болно.","Идэж байхдаа түр завсарлаад үргэлжлүүлэх эсэхээ бодож чадсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,55,RR01,restrictive_rebound,rigid_rules,4,4,4,4,4,4,4,2,moderate,none,low,moderate,high,none,moderate,none,minor_rewrite,"“Төлөвлөгөө нурсан” нь алдаа гаргасан мэт хүчтэй утгатай, ичгүүртэй хариу өдөөж болно.","Хоолны дүрмээс багахан зөрөхөд төлөвлөгөөгөө бүхэлд нь орхисон мэт санагдсан.",true
ER-R7-B,R7,ethics_safety,plain-language-v2,GPT-5.6,gpt-5.6-terra,56,HA05,habit_automaticity,low_deliberation,4,4,4,4,4,4,4,4,moderate,none,low,low,low,none,moderate,none,retain,"Зууш сонгох үеийн бодолгүй үйлдлийг асууж, буруу гэж нэрлээгүй.",,true
