review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,11,BI03,body_image_avoidance,clothing,4,4,4,4,4,4,4,3,low,low,none,moderate,moderate,none,low,none,retain,"Хувцас сонгохоос зайлсхийх нөхцөл тодорхой; биеийн төрхтэй холбоотой эмзэг сэдэв боловч хэллэг нь төвийг сахисан.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,12,UC01,uncontrolled_eating,stopping,4,4,4,4,4,4,4,3,low,low,none,moderate,moderate,none,low,none,retain,"Зогсоох субъектив хүндрэлийг энгийнээр асуусан; «хүссэн үедээ» нь хувийн зорилгыг хүндэтгэнэ.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,13,HS01,hunger_satiety_awareness,early_hunger,4,4,4,4,4,4,4,4,low,low,none,moderate,low,moderate,low,none,retain,"Биеийн дохиог эрт анзаарах утга тодорхой, гэхдээ эерэг хариулт нийгмийн хувьд зөв мэт санагдаж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,14,HA04,habit_automaticity,context_trigger,4,4,4,3,4,4,4,4,moderate,low,none,low,low,none,moderate,none,retain,"«Өөрөө эхэлдэг мэт» нь автомат байдлыг зөөлөн илэрхийлсэн ч орчны өдөөлтийн урвалтай давхцана.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,15,UC03,uncontrolled_eating,momentum,4,4,4,3,4,4,4,3,moderate,low,none,moderate,moderate,none,moderate,none,retain,"Цадалтаа анзаарах ба үргэлжлүүлэн идэхийг хамтад нь өгсөн тул ханалтын мэдрэмжийн хэмжүүртэй давхцах боломжтой.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,16,BI06,body_image_avoidance,participation_despite_discomfort,4,4,4,4,4,4,4,4,low,low,none,moderate,low,moderate,low,none,retain,"Тавгүй мэдрэмж байсан ч оролцсон эсэхийг тодорхой асууж, биеийн төрхийг шүүмжлээгүй.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,17,HS06,hunger_satiety_awareness,signal_use,4,4,3,3,4,4,3,4,moderate,moderate,none,moderate,low,moderate,moderate,none,minor_rewrite,"Эхлэх болон зогсох хоёр шийдвэрийг нэг мөрд багтаасан бөгөөд «биеийн дохио» ямар дохио болох нь ерөнхий.","Биеийн өлсөх эсвэл цадах дохио тодорхой байсан ч хооллох шийдвэртээ ашиглаж чадаагүй.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,18,HA03,habit_automaticity,awareness_lag,4,4,3,4,4,4,3,4,low,low,none,low,low,none,low,none,minor_rewrite,"«Хэдийн эхэлсний дараа» хэлзүйн хувьд эвгүй давталттай боловч хожуу анзаарсан утга нь танигдана.","Идэж эхэлснээсээ хойш хэсэг хугацааны дараа л анзаарсан.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,19,AC02,response_quality,semantic_consistency,3,3,4,2,3,4,4,4,high,low,low,low,low,none,high,none,hold,"Нэг ижил хариулт сонгох мэдрэмж нь асуултын ялгарал, хариулах хэв маяг эсвэл зааврын ойлголтыг зэрэг илэрхийлж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,20,EE05,emotional_eating,frustration,4,3,3,3,4,4,3,4,moderate,moderate,none,moderate,low,none,moderate,none,minor_rewrite,"«Уурлаж эсвэл бухимдсаны» нь хоёр ойролцоо сэтгэл хөдлөл, «хоол руу хандсан» нь идсэн эсэхийг тодорхойлохгүй.","Уурласны дараа юм идэх хүсэл төрсөн эсвэл юм идсэн.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,21,UC04,uncontrolled_eating,subjective_control,4,4,4,4,4,4,4,3,low,low,none,moderate,moderate,none,low,none,retain,"Субъектив хяналтгүй мэдрэмжийг шууд хэмжсэн; «удирдаж чадахгүй» нь эмзэг боловч оношлох хэллэг биш.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,22,SE05,eating_self_efficacy,recovery,4,4,3,3,4,3,3,4,moderate,low,none,moderate,low,none,moderate,none,minor_rewrite,"«Дараагийн боломж дээр эргэн үргэлжлүүлэх» нь хиймэл хэллэгтэй бөгөөд юуг үргэлжлүүлэх нь бүдэг.","Төлөвлөснөөс өөр идсэн ч дараагийн хооллолтоороо сонгосон төлөвлөгөөндөө эргэж чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,23,UC02,uncontrolled_eating,intended_amount,4,4,4,3,4,4,4,3,moderate,low,none,moderate,moderate,none,moderate,none,retain,"Төлөвлөсөн хэмжээнээс илүү идсэнийг тодорхой асуусан ч нөхцөл, порцын тодорхойгүй байдал болон хоолны хүртээмж нөлөөлж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,24,SE03,eating_self_efficacy,social,4,4,4,3,4,3,4,4,moderate,low,none,moderate,low,none,moderate,none,retain,"Нийгмийн нөхцөл дэх итгэлийг тод асуусан боловч «өөрийн сонголт» нь хоол, хэмжээ эсвэл татгалзах шийдвэрийг хамарч болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,25,RR06,restrictive_rebound,flexible_return,4,4,4,3,4,4,4,4,moderate,low,none,moderate,low,moderate,moderate,none,retain,"Хэвийн хэмнэлдээ буцах нь уян хатан сэргэлтийг илэрхийлэх ч хэрэгжүүлэлтийн сэргэлттэй давхцаж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,26,EC04,external_cue_reactivity,digital_cue,4,4,4,3,3,3,3,4,moderate,low,none,low,low,none,moderate,none,minor_rewrite,"«Хоолны апп» нь апп хэрэглэдэггүй хүмүүст хамаарахгүй, харин сурталчилгаа нь өргөн хүрээтэй; бодол үргэлжлэх нь анхаарал сарнихтай давхцана.","Хоолны зураг эсвэл сурталчилгаа харсны дараа хоол бодогдсоор байсан.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,27,SE02,eating_self_efficacy,time_pressure,4,4,3,3,4,3,3,4,moderate,low,none,moderate,low,none,moderate,none,minor_rewrite,"«Өөрт тохирох боломжит хоолны сонголт» нь албаны, сунжруу хэллэг бөгөөд үнэ, хүртээмжийн бэрхшээлтэй давхцаж болно.","Зав багатай үед өөрт тохирох хоол сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,28,RR04,restrictive_rebound,rebound,4,4,3,3,4,4,3,3,high,low,moderate,moderate,high,none,high,none,major_rewrite,"«Үлдсэн өдрөө хяналтгүй орхисон» нь буруутгасан өнгөтэй, яг ямар зан үйлийг орхисныг хэлэхгүй бөгөөд хяналтгүй идэлттэй хүчтэй давхцана.","Нэг удаа төлөвлөснөөс өөр идсэний дараа тэр өдрийн хоолны төлөвлөгөөгөө цааш баримтлаагүй.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,29,BI01,body_image_avoidance,photographs,4,4,4,4,4,4,4,3,low,low,none,moderate,moderate,none,low,none,retain,"Зураг авахуулахаас зайлсхийсэн шалтгааныг биеийн төрхтэй шууд холбосон, хэллэг нь ойлгомжтой.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,30,AC01,response_quality,instructional_check,4,4,4,4,2,4,4,4,none,low,high,moderate,low,none,low,none,minor_rewrite,"Заавар тодорхой боловч давтамжийн шатлал дээр одоогийн тушаалыг байрлуулах нь форматын зөрүүтэй; «сонгоно уу» шууд тушаалын хэлбэртэй.","Хариултын чанарыг шалгахын тулд энэ мөрөнд «Заримдаа»-г сонгоно уу.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,31,BI02,body_image_avoidance,mirror,4,4,4,4,4,4,4,3,low,low,none,moderate,moderate,none,low,none,retain,"Толинд харахаас зайлсхийсэн үйлдэл ба биеэ харах тавгүй мэдрэмжийн холбоо тодорхой, төвийг сахисан.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,32,RR01,restrictive_rebound,rigid_rules,4,4,4,4,4,4,4,3,low,low,low,moderate,moderate,none,low,none,retain,"«Төлөвлөгөө нурсан мэт» нь бүхэлд нь бүтэлгүй болсон гэсэн туйлширсан мэдрэмжийг байгалийн хэлээр өгсөн.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,33,SE01,eating_self_efficacy,stress,4,4,3,3,4,3,3,4,moderate,low,none,moderate,low,none,moderate,none,minor_rewrite,"«Өөрийн сонгосон уян хатан хоолны төлөвлөгөө» нь урт, мэргэжлийн өнгөтэй бөгөөд төлөвлөгөөгүй хүнд хамаарахгүй.","Стресстэй өдөр өөрийн сонгосон хооллолтын төлөвлөгөөг хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,34,EE06,emotional_eating,affect_tolerance,3,3,4,2,4,4,4,3,high,low,low,high,moderate,moderate,high,none,major_rewrite,"Таагүй мэдрэмжийг хоол идэлгүй давах нь сэтгэл хөдлөл тэсвэрлэх чадвар, өөрийгөө хянах болон идэхгүй байхыг зөвтгөсөн үнэлгээтэй давхцана.","Таагүй мэдрэмж төрөхөд түүнийг багасгахын тулд юм идэх хэрэгтэй мэт санагдаагүй.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,35,IM01,implementation_maintenance_friction,action_clarity,4,4,4,4,4,4,4,4,low,low,none,moderate,low,none,low,none,retain,"Юу, хэзээ хийх тодорхойгүйгээс эхлээгүй гэсэн саадыг шууд, ойлгомжтой илэрхийлсэн.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,36,EC05,external_cue_reactivity,preoccupation,3,4,4,3,4,4,4,4,high,low,none,low,low,none,high,none,hold,"Хоолны бодлоос анхаарал сарних нь гадаад өдөөлтөөс гадна өлсөлт, сэтгэл хөдлөл эсвэл ерөнхий түгшүүртэй холбоотой байж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,37,UC05,uncontrolled_eating,unplanned_continuation,4,4,4,4,4,4,4,3,low,low,none,moderate,moderate,none,low,none,retain,"Бага идэх анхны санаа ба үргэлжлүүлсэн үйлдлийг товч, өдөр тутмын хэлээр харуулсан.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,38,IM04,implementation_maintenance_friction,disruption,4,4,4,4,4,4,4,4,low,low,none,moderate,low,none,low,none,retain,"Хуваарь өөрчлөгдөхөд төлөвлөгөө тасарсныг тодорхой хэлсэн; «тэр чигтээ» нь бүрэн тасарсан утгыг байгалийн хэлээр өгнө.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,39,EC02,external_cue_reactivity,smell_cue,4,4,4,3,4,4,4,4,moderate,moderate,none,low,low,none,moderate,none,minor_rewrite,"Анхаарал татах ба идэхээр шийдэх гэсэн хоёр үе шатыг нэг мөрд асууж, үнэрийн нөлөөг шийдвэртэй шууд холбосон.","Хоолны үнэрээс болж идэх хүсэл төрсөн.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,40,HS02,hunger_satiety_awareness,hunger_discrimination,4,4,4,3,4,4,4,4,moderate,low,none,moderate,low,moderate,moderate,none,retain,"Идэх хүсэл ба биеийн өлсөлтийг ялгахыг тод асуусан ч өөрийгөө хянах чадвартай хэсэгчлэн давхцана.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,41,HS05,hunger_satiety_awareness,satiety_clarity,4,4,4,4,4,4,4,4,low,low,none,low,low,none,low,none,retain,"Цадалтын дохионы тодорхой бус байдлыг богино, ойлгомжтой өгүүлсэн.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,42,BI04,body_image_avoidance,social_participation,4,4,3,4,4,4,3,3,low,low,none,moderate,moderate,none,low,none,minor_rewrite,"«Хүмүүстэй хийх үйл ажиллагаа» нь монгол хэлэнд хиймэл бөгөөд ямар оролцоог хэлэх нь өргөн.","Биеийн төрхдөө санаа зовсноос бусадтай хамт хийх үйл ажиллагаанд оролцоогүй.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,43,EE02,emotional_eating,sadness,4,3,4,3,4,4,4,4,moderate,low,low,moderate,low,none,moderate,none,minor_rewrite,"Өгүүлбэр нь гуниг үед идсэн зан үйлийг бус хоол тайвшруулна гэсэн хүлээлт, мэдрэмжийг хэмжиж байна.","Сэтгэл гунигтай үедээ түр тайвшрахын тулд юм идсэн.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,44,HA05,habit_automaticity,low_deliberation,4,4,4,3,4,4,4,4,moderate,low,none,moderate,low,none,moderate,none,retain,"Зуушийг бодолгүй сонгох нь автомат байдлыг илтгэвч хүсэл, сонголтын зохицуулалттай давхцаж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,45,EC03,external_cue_reactivity,availability,4,4,4,3,4,4,4,4,moderate,low,none,low,low,none,moderate,none,retain,"Ойрхон бэлэн байдал ба төлөвлөөгүй идэлтийн холбоо тодорхой; зуршлын нөхцөлт өдөөлттэй хэсэгчлэн давхцана.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,46,EC06,external_cue_reactivity,disengagement,4,4,4,3,4,4,4,4,moderate,moderate,none,moderate,low,moderate,moderate,none,retain,"Харах эсвэл үнэрлэх хоёр өдөөлтийг хамтатгасан бөгөөд анхаарлаа буцаах нь анхаарлын зохицуулалттай давхцана.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,47,HS03,hunger_satiety_awareness,late_hunger,4,4,4,4,4,4,4,4,low,low,none,low,low,none,low,none,retain,"Өлсөлтийг зөвхөн их сульдсаны дараа анзаарсан гэсэн хожуу мэдрэмжийг шууд илэрхийлсэн.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,48,IM03,implementation_maintenance_friction,minimum_version,3,3,2,2,4,3,2,4,high,low,none,moderate,low,moderate,high,none,major_rewrite,"«Хийх хамгийн жижиг хувилбар» нь үйлдэл, хоол эсвэл төлөвлөгөөний аль нь болох тодорхойгүй, коучингийн тусгай хэллэг мэт сонсогдоно.","Завгүй өдөр ч хийж болох төлөвлөгөөний энгийн хувилбар надад бэлэн байсан.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,49,EE01,emotional_eating,stress,4,4,4,4,4,4,4,4,low,low,none,moderate,low,none,low,none,retain,"Стресс, өлсөөгүй байдал, идсэн үйлдлийг тодорхой холбосон; recall хугацаа өгүүлбэрт давтагдсан ч утга алдагдаагүй.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,50,IM05,implementation_maintenance_friction,resumption,4,4,3,3,4,4,3,4,moderate,low,none,moderate,low,moderate,moderate,none,minor_rewrite,"«Дараагийн боломж дээрээ эргэн үргэлжлүүлсэн» нь орчуулгын бүтэцтэй бөгөөд юуг үргэлжлүүлснийг тодорхой хэлээгүй.","Нэг удаа алгассан ч дараагийн удаа төлөвлөсөн зүйлээ дахин хийсэн.",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,51,SE04,eating_self_efficacy,cues,4,4,4,3,4,3,4,4,moderate,low,none,moderate,low,none,moderate,none,retain,"Ойр хоолны нөхцөл дэх итгэлийг тодорхой асуусан ч боломж, өлсөлтөөс үл хамаарах өөрийгөө хянах утга орж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,52,IM06,implementation_maintenance_friction,repeatability,4,4,4,4,4,4,4,4,low,low,none,moderate,low,none,low,none,retain,"Нэг өдрийн үйлдлийг дараагийн өдрүүдэд давтах хүндрэлийг энгийн, ойлгомжтой илэрхийлсэн.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,53,RR02,restrictive_rebound,prohibition,4,4,4,4,4,4,4,3,low,low,low,moderate,moderate,none,low,none,retain,"Хоолыг бүрэн хориглох дүрмийг тодорхой асуусан; «хориглох» нь хатуу боловч хэмжих гэж буй уян хатан бус байдлын хэсэг.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,54,RR05,restrictive_rebound,tightening,4,4,4,4,4,4,4,3,low,low,low,moderate,moderate,none,low,none,retain,"Хазайлтын дараа дүрмээ чангалсан дараалал тодорхой; «хазайсан» нь бага зэрэг ёс суртахууны өнгө аяс төрүүлж болно.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,55,BI05,body_image_avoidance,movement_participation,4,4,4,4,4,4,4,3,low,low,none,moderate,moderate,none,low,none,retain,"Бусдын харцын талаарх санаа зовнил болон хөдөлгөөнөөс зайлсхийхийг тодорхой холбосон; эмзэг боловч буруутгаагүй.","",true
ER-R5-C,R5,mongolian_language_culture,boundary-stress-v2,GPT-5.6,gpt-5.6-sol,56,IM02,implementation_maintenance_friction,setup_burden,4,4,4,4,4,4,4,4,low,low,none,moderate,low,none,low,none,retain,"Олон бэлтгэл шаардсанаас хойшилсон хэрэгжүүлэлтийн саадыг товч, өдөр тутмын хэлээр өгсөн.","",true
