review_run_id,role_id,role_name,prompt_variant,model_family,model_variant,item_order_index,item_key,construct,facet,construct_relevance,facet_relevance,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_cultural_appropriateness,safety_ethical_acceptability,adjacent_construct_overlap,double_barreled_risk,leading_wording_risk,social_desirability_risk,shame_moral_judgment_risk,reverse_wording_risk,likely_cross_loading,potential_copyright_similarity,suggested_disposition,observable_rationale,optional_rewrite,synthetic_review_only
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,28,SE01,eating_self_efficacy,stress,4,4,4,4,4,4,4,4,moderate,none,none,moderate,low,none,moderate,none,retain,"Стресстэй өдрийн нөхцөл ба сонгосон төлөвлөгөөг хэрэгжүүлэх итгэлийг нийцүүлсэн.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,29,SE03,eating_self_efficacy,social,4,4,4,4,4,4,4,4,moderate,none,none,moderate,low,none,moderate,none,retain,"Хамт хооллох нөхцөл дэх тайван сонголтын итгэл тодорхой.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,30,BI02,body_image_avoidance,mirror,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,"Биеэ харахад үүссэн тавгүй байдал ба толиноос зайлсхийх үйлдэл тодорхой.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,31,BI06,body_image_avoidance,participation_despite_discomfort,4,4,4,3,4,4,4,3,moderate,moderate,none,moderate,moderate,moderate,moderate,none,retain,"Тавгүй байдал байсан эсэх ба оролцсон эсэхийг хамтад нь шаарддаг урвуу утгатай зүйл.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,32,RR02,restrictive_rebound,prohibition,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Хоолыг бүрэн хориглох зан үйлийн дүрмийг шууд асуусан.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,33,BI01,body_image_avoidance,photographs,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,"Биеийн төрхийн санаа зовнил ба зураг авахуулахаас зайлсхийх үйлдэл тодорхой.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,34,UC02,uncontrolled_eating,intended_amount,4,4,4,4,4,4,4,3,low,none,none,moderate,moderate,none,low,none,retain,"Анхны бодсон хэмжээнээс давсан идэлтийг нэг утгаар асуусан.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,35,HA03,habit_automaticity,awareness_lag,4,4,4,4,4,4,4,4,moderate,none,none,low,none,none,moderate,none,retain,"Идэх үйлдэл эхэлсний дараа л анзаарсан хугацааны хоцролт автомат эхлэлийг илэрхийлнэ.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,36,EC02,external_cue_reactivity,smell_cue,4,4,3,3,4,4,4,4,low,moderate,low,low,none,none,low,none,minor_rewrite,"Үнэр анхаарал татах ба идэхээр шийдэх гэсэн хоёр үр дагаврыг нэгтгэсэн.","Хоолны үнэрээс болж идэхээр шийдсэн.",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,37,BI03,body_image_avoidance,clothing,4,4,4,4,4,4,4,3,low,none,low,moderate,moderate,none,low,none,retain,"Биеийн төрхийн санаа зовнил ба хүссэн хувцсаа сонгоогүй үйлдэл тодорхой.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,38,EC04,external_cue_reactivity,digital_cue,4,4,4,4,4,4,4,4,low,none,none,low,none,none,low,none,retain,"Дижитал хоолны өдөөгчийн дараах үргэлжилсэн бодлыг цагийн дарааллаар тодорхойлсон.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,39,EE06,emotional_eating,affect_tolerance,3,4,4,2,4,4,4,4,high,none,none,moderate,low,moderate,high,none,major_rewrite,"Таагүй мэдрэмжийг тэвчих чадвар нь идэх хүсэл эсвэл зан үйлээс илүү сэтгэл хөдлөлийн зохицуулалтыг хэмжинэ.","Таагүй мэдрэмж төрөхөд идэх хүсэл нэмэгдсэн.",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,40,IM06,implementation_maintenance_friction,repeatability,4,4,4,4,4,4,4,4,low,none,none,low,none,none,low,none,retain,"Нэг удаагийн хэрэгжилтийг дараагийн өдрүүдэд давтах хүндрэлийг тодорхой асуусан.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,41,RR01,restrictive_rebound,rigid_rules,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Бага зөрчил ба төлөвлөгөө бүхэлдээ нурсан мэт үнэлэх хариу урвалыг тодорхой холбосон.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,42,EE04,emotional_eating,loneliness,4,4,4,4,4,4,4,3,low,none,none,moderate,moderate,none,low,none,retain,"Ганцаардлын дараах идэх хүслийн өөрчлөлтийг нэг утгаар асуусан.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,43,EE02,emotional_eating,sadness,3,4,3,3,3,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,minor_rewrite,"Тайвшруулна гэсэн мэдрэмжийг асуусан тул бодит идэх хүсэл эсвэл үйлдэл тодорхой биш.","Сэтгэл гунигтай үедээ тайвшрахын тулд юм идсэн.",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,44,RR03,restrictive_rebound,dichotomous_evaluation,4,4,4,4,4,4,4,3,moderate,none,low,moderate,moderate,none,moderate,none,retain,"Төлөвлөгөөг бүрэн дагаагүйг бүх өдрийн бүтэлгүйтэл гэж үнэлэх хоёр туйлт хариу тодорхой.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,45,UC04,uncontrolled_eating,subjective_control,4,4,4,4,4,4,4,3,moderate,none,none,moderate,moderate,none,moderate,none,retain,"Идэж байх үеийн субъектив удирдлагагүй мэдрэмжийг шууд асуусан.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,46,IM03,implementation_maintenance_friction,minimum_version,3,4,3,3,4,4,3,4,moderate,none,none,moderate,none,moderate,moderate,none,minor_rewrite,"Хамгийн жижиг хувилбар ямар төлөвлөгөөнд хамаарах нь тодорхойгүй ч урьдчилсан хэрэгжилтийн бэлэн байдлыг барина.","Завгүй өдөр хоолны төлөвлөгөөгөө хэрэгжүүлэх хамгийн жижиг хувилбар надад бэлэн байсан.",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,47,HS04,hunger_satiety_awareness,comfortable_fullness,4,4,4,4,4,4,4,4,low,none,none,moderate,none,low,low,none,retain,"Идэж байх үеийн тав тухтай цадалтын мөчийг анзаарахыг тодорхой асуусан.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,48,EE05,emotional_eating,frustration,4,4,3,4,4,4,4,3,low,none,none,moderate,moderate,none,low,none,minor_rewrite,"Хоол руу хандсан гэдэг нь идэх хүсэл үү эсвэл бодит идэлт үү гэдгийг ялгахгүй.","Уурлаж эсвэл бухимдсаны дараа юм идсэн.",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,49,HA01,habit_automaticity,automatic_start,4,4,4,4,4,4,4,4,low,none,none,low,none,none,low,none,retain,"Цаг эсвэл газрын өдөөгчийн дараах бодолгүй гар сунгах зан үйлийг тодорхой барьсан.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,50,EC03,external_cue_reactivity,availability,4,4,4,4,4,4,4,4,low,none,none,low,none,none,low,none,retain,"Хоолны хүртээмж ба төлөвлөөгүй идэлтийн холбоо тодорхой.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,51,HS03,hunger_satiety_awareness,late_hunger,3,4,4,3,4,4,4,4,moderate,none,none,low,none,none,moderate,none,minor_rewrite,"Бие сульдах нь өлсгөлөнгөөс өөр шалтгаантай байж болох тул дохионы тайлбар давхцана.","Өлсөлтийн бусад дохиог анзааралгүй бие их сульдсаны дараа л өлссөнөө мэдсэн.",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,52,IM01,implementation_maintenance_friction,action_clarity,4,4,4,3,4,4,4,4,low,moderate,low,low,none,none,low,none,retain,"Юу хэзээ хийх тодорхойгүй байдал ба эхлүүлээгүй үр дагаврыг зорилтот шалтгаант дарааллаар холбосон.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,53,AC01,response_quality,instructional_check,4,4,4,4,4,4,4,4,none,none,high,none,none,none,none,none,retain,"Одоогийн мөрөнд тодорхой ангилал сонгох шууд заавар тул хариултын чанарын шалгалтад нийцнэ.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,54,IM04,implementation_maintenance_friction,disruption,4,4,4,4,4,4,4,4,low,none,low,low,none,none,low,none,retain,"Хуваарийн өөрчлөлт ба төлөвлөгөө тасрах зан үйлийн үр дагаврыг тодорхой холбосон.","",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,55,HA04,habit_automaticity,context_trigger,4,4,3,4,4,4,4,4,low,none,none,low,none,none,low,none,minor_rewrite,"Өдөөгч орчин тодорхой боловч үйлдэл өөрөө эхэлдэг мэт гэсэн хэллэг хийсвэр.","Танил орчинд ороход бодолгүйгээр юм идэж эхэлсэн.",true
ER-R3-A,R3,behavioral_science,strict-content-v2,GPT-5.6,gpt-5.6-sol,56,RR06,restrictive_rebound,flexible_return,4,4,4,4,4,4,4,4,moderate,none,none,moderate,low,low,moderate,none,retain,"Хазайлтын дараагийн хоолноос хэвийн хэмнэлдээ орсон уян буцах зан үйлийг тодорхой асуусан.","",true
