adjudication_id,blinded_item_id,revised_item_key,source_item_key,construct,expert_pass_count,expert_revise_count,expert_hold_count,persona_exposure_count,persona_correct_paraphrase_count,persona_misinterpretation_count,response_scale_mismatch_count,recall_problem_count,judgment_flag_count,social_desirability_flag_count,expert_moderate_high_overlap_count,construct_preserved,no_major_safety_concern,no_systematic_misinterpretation,scale_usable,recall_usable,shame_not_increased,overlap_not_increased,second_pass_gate,adjudication_rationale,remaining_issue,synthetic_review_only,status_label
SP-ADJ-S,B002,EE02-V21,EE02,emotional_eating,13,3,0,4,4,0,0,0,0,1,8,true,true,true,true,true,true,true,pass,All four paraphrases retained sadness-linked eating and temporary relief; scale and recall fit all four personas; overlap fell from 23/24 to 8/16.,Moderate shame risk appeared in 10/16 expert runs.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B033,HA01-V21,HA01,habit_automaticity,6,10,0,4,4,0,1,1,0,2,4,true,true,true,true,true,true,true,pass,All four paraphrases retained automatic reaching for food in a place cue and 3/4 personas found both scale and recall usable.,The location cue remains unspecified and expert revise suggestions outnumbered pass suggestions.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B042,HA02-V21-A,HA02,habit_automaticity,15,1,0,4,4,0,0,1,0,2,4,true,true,true,true,true,true,true,pass,All four paraphrases retained automatic eating after a repeated daily action and 3/4 personas found recall usable.,The preceding action remains unnamed and one persona reported a recall problem.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B034,HA02-V21-B,HA02,habit_automaticity,12,4,0,4,4,0,0,0,0,2,3,true,true,true,true,true,true,true,pass,All four paraphrases retained automatic eating immediately after a regular action and all persona scale and recall judgments were usable.,The preceding action and the phrase automatic start remain unspecified.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B013,HA03-V21,HA03,habit_automaticity,14,2,0,4,4,0,0,0,0,1,3,true,true,true,true,true,true,true,pass,All four paraphrases retained delayed awareness after eating began and all persona scale and recall judgments were usable.,The delay remains unquantified.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B023,HA04-V21,HA04,habit_automaticity,15,1,0,4,4,0,0,1,0,1,4,true,true,true,true,true,true,true,pass,All four paraphrases retained automatic eating in a familiar setting and 3/4 personas found recall usable.,The familiar setting remains unspecified and one persona reported a recall problem.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B025,HA05-V21,HA05,habit_automaticity,13,3,0,4,2,2,0,0,0,0,5,false,true,false,true,true,true,true,revise,Two paraphrases added a hunger check to the stated desire check and produced a recurring shift toward hunger awareness.,The low-deliberation wording still permits systematic hunger-awareness interpretation.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B040,HA06-V21,HA06,habit_automaticity,15,1,0,4,4,0,0,1,0,3,5,true,true,true,true,true,true,true,pass,All four paraphrases retained deliberate choice before eating in a repeated context and 3/4 personas found recall usable.,The repeated context remains unspecified and 3/4 personas saw an obvious desirable answer.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B029,BI04-V21,BI04,body_image_avoidance,13,1,2,4,4,0,0,0,0,2,4,true,false,true,true,true,false,true,hold,Four expert runs rated shame risk high and one safety rating was below 3 despite no second-pass persona judgment flags.,A recurring major body-related shame concern remains.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B010,BI06-V21,BI06,body_image_avoidance,13,2,1,4,4,0,0,0,0,4,8,true,true,true,true,true,true,true,pass,All four paraphrases retained participation despite body discomfort and no recurring major safety pattern appeared.,One expert run rated shame high and safety below 3 and all four personas saw an obvious desirable answer.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B020,IM02-V21,IM02,implementation_maintenance_friction,11,5,0,4,4,0,0,0,0,2,7,true,true,true,true,true,true,false,revise,All four paraphrases retained postponement from preparation burden but overlap rose from 8/24 to 7/16 by 10.4 percentage points.,The planned action remains unspecified and overlap materially increased.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B019,IM03-V21-A,IM03,implementation_maintenance_friction,13,3,0,4,4,0,0,0,0,4,7,true,true,true,true,true,true,true,pass,All four paraphrases retained advance preparation of a simple plan version for busy days and all persona scale and recall judgments were usable.,All four personas saw an obvious desirable answer and simple version remains undefined.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B035,IM03-V21-B,IM03,implementation_maintenance_friction,15,1,0,4,4,0,1,0,0,2,3,true,true,true,true,true,true,true,pass,All four paraphrases retained using a preselected simple food option when busy and 3/4 personas found the scale fitting.,One persona reported a scale mismatch and simple food option remains undefined.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B030,IM05-V21,IM05,implementation_maintenance_friction,14,2,0,4,4,0,0,0,0,3,4,true,true,true,true,true,true,true,pass,All four paraphrases retained resuming a plan after one missed occasion and all persona scale and recall judgments were usable.,The plan and next occasion remain unspecified and 3/4 personas saw an obvious desirable answer.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B009,AC02-V21-A,AC02,response_quality,10,6,0,4,4,0,0,0,0,1,8,true,true,true,true,true,true,true,pass,All four paraphrases retained perceived pressure to repeat a prior response and all persona scale and recall judgments were usable.,One expert purity rating was below 3 and matching a prior response may reflect more than semantic consistency.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-ADJ-S,B015,AC02-V21-B,AC02,response_quality,16,0,0,4,4,0,0,0,0,0,7,true,true,true,true,true,true,true,pass,All four paraphrases retained perceived excessive similarity among questions; all experts suggested pass; all persona scale and recall judgments were usable.,The item measures perceived similarity rather than demonstrated semantic consistency.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
