item_key,source_item_key,construct,facet,version,item_text,behavioral_context,recall_period,response_scale_id,response_options,wording_polarity,scoring_direction,reverse_coded,sensitive,status,revision_type,synthetic_issue_addressed,adjacent_overlap,rationale,requires_human_review,production_ready,status_label,pilot_role,second_pass_gate,adjudication_rationale
EE01-V21,EE01,emotional_eating,stress,2.1,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,Стресстэй мөч,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether stress needs a specified threshold,expert_moderate_or_high=15/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
EC06-V21,EC06,external_cue_reactivity,disengagement,2.1,Хоол харсан үед анхаарлаа өөр зүйлд буцааж чадсан.,Хоолны дохионы дараа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,minor_rewrite,Visual and smell cues are combined with successful redirection; social-desirability cue; construct overlap; reverse wording,expert_moderate_or_high=19/24;synthesis=moderate;external_cue_reactivity_vs_habit_automaticity,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained redirecting attention after seeing food and all persona scale and recall judgments were usable.
UC01-V21,UC01,uncontrolled_eating,stopping,2.1,Идэж эхэлсний дараа хүссэн үедээ зогсоох хэцүү байсан.,Идэж эхэлсний дараа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether stopping difficulty requires an amount threshold,expert_moderate_or_high=11/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
UC02-V21,UC02,uncontrolled_eating,intended_amount,2.1,Эхэндээ иднэ гэж бодсоноосоо илүү идсэн.,Ердийн хооллолт,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,minor_rewrite,Анх бодсоноосоо can mean planned amount or expectation; social-desirability cue; construct overlap,expert_moderate_or_high=20/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained eating more than initially intended and all persona scale and recall judgments were usable.
UC03-V21,UC03,uncontrolled_eating,momentum,2.1,Цадсанаа анзаарсан ч үргэлжлүүлэн идсэн.,Амттай эсвэл дуртай хоол,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether satiety awareness and continuation should be separated,expert_moderate_or_high=23/24;synthesis=moderate;uncontrolled_eating_vs_hunger_satiety_awareness,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
UC04-V21,UC04,uncontrolled_eating,subjective_control,2.1,Идэж байхдаа зогсоох эсвэл үргэлжлүүлэхээ удирдахад хэцүү байсан.,Идэх үе,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,minor_rewrite,Өөрөө удирдаж чадахгүй may imply severe loss of control; social-desirability cue; judgment/shame cue; construct overlap,expert_moderate_or_high=19/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained difficulty controlling whether to stop or continue and all persona scale and recall judgments were usable.
UC05-V21,UC05,uncontrolled_eating,unplanned_continuation,2.1,Багахан иднэ гэж эхэлсэн ч үргэлжлүүлээд идсэн.,Зууш эсвэл хоол,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether a small intended amount needs definition,expert_moderate_or_high=16/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
UC06-V21,UC06,uncontrolled_eating,pause_capacity,2.1,Идэж байхдаа үргэлжлүүлэх эсэхээ бодохоор түр зогсож чадсан.,Идэж байх үе,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,true,pilot_scored_candidate,minor_rewrite,Pause and deciding can be read as two actions; social-desirability cue; construct overlap; reverse wording,expert_moderate_or_high=20/24;synthesis=moderate;uncontrolled_eating_vs_hunger_satiety_awareness,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained pausing to consider whether to continue and all persona scale and recall judgments were usable.
RR02-V21,RR02,restrictive_rebound,prohibition,2.1,Зарим хоолыг өөртөө бүрэн хориглох дүрэм тогтоосон.,Хоол сонголт,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether prohibition is distinguished from ordinary preference,expert_moderate_or_high=11/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
RR04-V21-A,RR04,restrictive_rebound,rebound,2.1,Төлөвлөснөөс өөр идсэний дараа тэр өдрийн хоолны төлөвлөгөөгөө орхисон.,Дүрмээс зөрсний дараа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,major_rewrite_alternative,Deviation and abandoning the whole day are multiple linked events; response-scale mismatch; social-desirability cue; judgment/shame cue; construct overlap,expert_moderate_or_high=22/24;synthesis=high;restrictive_rebound_vs_implementation_friction,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained abandoning the rest-of-day plan after a deviation; no persona flagged judgment; overlap fell from 22/24 to 7/16.
RR05-V21,RR05,restrictive_rebound,tightening,2.1,Төлөвлөгөөнөөс хазайсныхаа дараа маргааш нь дүрмээ улам чангалсан.,Хазайлтын дараа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,true,pilot_scored_candidate,unchanged,Whether next-day tightening is the desired rebound behavior,expert_moderate_or_high=13/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
RR06-V21,RR06,restrictive_rebound,flexible_return,2.1,Төлөвлөснөөс өөр идсэн ч дараагийн хоолондоо хэвийн хооллолтдоо орсон.,Хазайлтын дараа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,true,pilot_scored_candidate,minor_rewrite,Normal rhythm and resumption are not applicable without a plan; response-scale mismatch; social-desirability cue; construct overlap; reverse wording,expert_moderate_or_high=17/24;synthesis=moderate;restrictive_rebound_vs_implementation_friction,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained returning to usual eating at the next meal and 3/4 personas found both scale and recall usable.
HS01-V21,HS01,hunger_satiety_awareness,early_hunger,2.1,Өлсөлт хэт хүчтэй болохоос өмнө өлсөж байгаагаа анзаарсан.,Хоолны өмнө,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,minor_rewrite,Биеийн дохио and excessively strong hunger are broad; social-desirability cue; reverse wording,expert_moderate_or_high=8/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained noticing hunger before it became very strong; all experts suggested pass; overlap fell from 8/24 to 1/16.
HS02-V21,HS02,hunger_satiety_awareness,hunger_discrimination,2.1,Идэх хүсэл төрөхөд өлссөн эсэхээ ялгаж чадсан.,Идэх хүсэл төрөхөд,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,unchanged,Whether desire-hunger discrimination is the intended capability,expert_moderate_or_high=20/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,not_required_unchanged,Unchanged candidate retained for human review; first-panel retain proposal is not validity evidence.
HS03-V21,HS03,hunger_satiety_awareness,late_hunger,2.1,Өлссөнөө маш их сульдсаны дараа л анзаарсан.,Удаан завсарласны дараа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,barrier_or_difficulty,higher_barrier,false,false,pilot_scored_candidate,minor_rewrite,Бие сульдах can reflect causes other than hunger; construct overlap,expert_moderate_or_high=16/24;synthesis=moderate,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained delayed hunger recognition after marked weakness and all persona scale and recall judgments were usable.
HS04-V21,HS04,hunger_satiety_awareness,comfortable_fullness,2.1,Идэж байхдаа таатайгаар цадсан мөчөө анзаарсан.,Идэж байхдаа,Сүүлийн 14 хоног,frequency_14d_opportunity_0_4_na,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж | Ийм нөхцөл тохиолдоогүй,favorable_capability,higher_capability,false,false,pilot_scored_candidate,minor_rewrite,Тав тухтай цадсан is subjective; social-desirability cue; reverse wording,expert_moderate_or_high=4/24;synthesis=low,Wording and response mode are candidates for blinded AI pretesting; construct preservation remains a human and empirical decision.,true,false,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS,scored_core_candidate,pass,All four paraphrases retained noticing comfortable fullness while eating; all experts suggested pass; overlap fell from 4/24 to 1/16.
