review_run_id,role_id,role_name,model_family,model_variant,prompt_variant,block_id,item_order_index,blinded_item_id,intended_meaning_retention,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_appropriateness,safety_acceptability,construct_overlap_risk,shame_judgment_risk,social_desirability_risk,suggested_gate,observable_rationale,synthetic_review_only,status_label
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,1,B023,4,4,4,4,4,4,4,low,none,low,pass,Танил орчин ба бодолгүй идэж эхлэх үйлдэл нэг утгаар тодорхой бичигдсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,12,B012,4,4,4,4,4,4,3,low,moderate,moderate,pass,Төлөвлөснөөс өөр идсэн явдал ба тухайн өдрийн төлөвлөгөөг орхисон үр дагавар тодорхой.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,13,B025,3,3,4,4,4,3,4,low,none,low,revise,Зууш авахдаа болон сонгосон гэсэн үйл үгийн холбоо давхардсан мэт уншигдана.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,14,B038,4,4,4,4,4,4,4,low,none,low,pass,Идэж байх үеийн таатай цадалтын мөчийг анзаарах утга байгалийн хэллэгтэй байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,1,B032,4,3,3,4,4,3,4,moderate,none,low,revise,бүрэн биш ч хэсэгчлэн гэх хоёр түвшин нэг өгүүлбэрт орж хариулах босгыг бүдгэрүүлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,2,B028,4,4,4,4,4,4,4,low,low,moderate,pass,Идэх явцад зогсоох эсвэл үргэлжлүүлэхээ удирдах хүндрэл нэг утгаар тодорхой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,3,B033,3,2,4,4,4,2,4,low,none,low,revise,Тодорхой газар болоход гэсэн хэллэг монгол хэлэнд байгалийн бус бөгөөд нөхцөлийг бүдгэрүүлнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,4,B003,3,3,3,4,4,2,3,moderate,moderate,moderate,revise,мэдрэмжээ тэсвэрлэсэн гэх хэллэг хатуу бөгөөд сэтгэлээ зохицуулах бус дарах утгаар ойлгогдож болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,5,B036,4,4,4,4,4,4,4,low,none,low,pass,Сурталчилгааны дараа хоолны тухай бодол үргэлжилснийг шууд бөгөөд ойлгомжтой асуужээ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,6,B037,4,4,4,4,4,4,4,low,low,moderate,pass,Төлөвлөгөөнөөс зөрсний дараах дараагийн хоолны сэргэлтийн итгэлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,7,B030,4,4,4,4,4,4,4,low,none,low,pass,Нэг удаагийн алгасалтын дараа эргэн үргэлжлүүлсэн зан үйлийг хугацаатай нь тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,8,B042,4,4,4,4,4,4,4,low,none,low,pass,Өдөр тутмын давтагддаг үйлдлийн дараах бодолгүй идэлтийг нэг нөхцөлтэйгээр илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,9,B040,4,4,4,4,4,4,4,low,none,low,pass,Давтагддаг нөхцөл дэх зориудын сонголтыг товч бөгөөд байгалийн хэлээр асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,10,B022,4,4,4,4,4,4,4,low,low,moderate,pass,Хамт хооллох нөхцөлд өөрийн сонголтоо хийх итгэлийг ойлгомжтой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,11,B017,4,4,4,4,4,4,3,low,moderate,moderate,pass,яг дагаагүй өдрийг бүтэлгүйтсэн гэж нэрлэх нь хэмжих ёстой хоёр туйлт үнэлгээг шууд илэрхийлнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,12,B002,4,4,4,4,4,4,4,low,low,moderate,pass,Гуниглах үед идсэний дараах түр тайвшралыг төвийг сахисан хэлээр тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,13,B035,4,4,4,4,4,4,4,low,none,low,pass,Завгүй үед урьдчилан сонгосон энгийн хувилбарыг ашигласан зан үйл тодорхой байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,14,B011,4,4,4,4,4,4,3,low,moderate,moderate,pass,Бага зөрчлийг бүхэл бүтэн бүтэлгүйтэл мэт үнэлэх хатуу дүрмийн утга ил тод байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,15,B024,4,3,4,4,4,3,3,low,moderate,moderate,revise,өөр идсэний дараа үргэлжлүүлээгүй гэсэн сөрөг бүтэц унших ачааллыг нэмэгдүүлнэ.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,1,B009,4,4,4,4,4,4,4,low,none,low,pass,Өмнөх хариулттай адил сонголт хийх ёстой мэт сэтгэгдлийг асуулгын хүрээнд тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,2,B007,4,4,3,4,4,4,4,moderate,low,moderate,pass,Хоолноос өөр аргаар тайвшрахыг асуусан ч хэрэглэсэн арга нь тодорхойгүй өргөн хүрээтэй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,3,B004,4,4,4,4,4,4,4,low,low,moderate,pass,Идэх явцад түр зогсож үргэлжлүүлэх эсэхээ бодох чадварыг нэг үйлдлээр тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,4,B027,4,4,4,4,4,4,4,low,none,low,pass,Хоолны үнэр ба идэх шийдвэрийн холбоог товч бөгөөд шууд илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,5,B013,4,4,4,4,4,4,4,low,none,low,pass,Идэж эхэлснээ хожуу анзаарсан байдлыг энгийн бөгөөд байгалийн хэлээр бичсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,6,B005,3,3,4,4,4,3,4,low,none,low,revise,анхаарлаа өөр зүйлд буцааж гэсэн хэллэгийн оронд шилжүүлж гэвэл монгол хэлэнд илүү байгалийн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,7,B008,3,3,3,4,4,3,3,moderate,moderate,moderate,revise,хэвийн хооллолт гэсэн үнэлэмжтэй хэллэг хүн бүрт өөр утгатай байж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,8,B039,4,4,4,4,4,4,4,low,none,low,pass,Идэх зүйл ойр байх нөхцөл дэх сонголтын итгэлийг тодорхой бөгөөд төвийг сахисан хэлээр асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,9,B041,2,3,2,4,4,4,3,high,moderate,moderate,hold,Идэж эхлэх эсэхээ шийдэхэд хэцүү гэсэн нь өлсөлтийн дохио ашиглалт уу эсвэл хоолны хүртээмж үү гэдгийг ялгахгүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,10,B010,4,4,4,4,4,4,4,low,low,moderate,pass,Биеийн талаарх тавгүй мэдрэмжтэй ч хүссэн үйл ажиллагаанд оролцсоныг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,11,B014,4,4,3,4,4,4,4,moderate,low,moderate,pass,Уур ба бухимдал гэсэн ойролцоо хоёр мэдрэмжийг нэг асуултад хамтатгасан ч идэх үйлдэл тодорхой.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,12,B020,3,2,3,4,4,3,4,moderate,none,low,revise,төлөвлөснөө гэсэн төлөөний үгийн заалт тодорхойгүй тул яг юуг хойшлуулсныг мэдэхгүй.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-A,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,13,B034,3,3,4,4,4,3,4,low,none,low,revise,юм идэх үйлдэл өөрөө эхэлдэг гэсэн хийсвэр хэллэг хүний бодит үйлдлийг байгалийн бусаар илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
