review_run_id,role_id,role_name,model_family,model_variant,prompt_variant,block_id,item_order_index,blinded_item_id,intended_meaning_retention,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_appropriateness,safety_acceptability,construct_overlap_risk,shame_judgment_risk,social_desirability_risk,suggested_gate,observable_rationale,synthetic_review_only,status_label
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_1,1,B014,3,4,3,4,4,4,4,low,low,low,revise,"Уур бухимдлын дараах идэлтийг тодорхой асуусан ч сэтгэл хөдлөл идэхэд нөлөөлснийг бус зөвхөн дарааллыг илэрхийлж байна.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_1,12,B039,4,4,4,4,4,4,4,low,low,moderate,pass,"Идэх зүйл ойр байх нөхцөл дэх сонголтын итгэлийг шууд асууж, итгэлийн шатлалтай сонголтуудтай нийцнэ.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_1,13,B013,4,4,4,4,4,4,4,low,none,low,pass,"Идэж эхэлснээ хожуу анзаарсан байдлыг товч асууж, ерөнхий давтагдлыг үнэлэх хариулттай тохирно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_1,14,B019,3,4,3,4,4,4,4,moderate,none,moderate,revise,"Завгүй өдрийн энгийн хувилбарыг урьдчилан бэлдэхийг асуусан нь хэрэгжүүлэлтээс илүү төлөвлөлт, бэлтгэлийн зан үйлийг хэмжинэ.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,1,B023,4,3,4,4,4,4,4,low,none,low,pass,"Танил орчин дахь бодолгүй идэж эхлэхийг ойлгомжтой асуусан ч “танил орчин” нь өргөн хүрээтэй.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,2,B025,4,4,4,4,4,4,4,low,none,low,pass,"Зууш сонгохдоо хүсэлээ бодоогүй үйлдлийг нэг утгаар асууж, автомат сонголтын агуулгыг хадгалсан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,3,B005,4,4,3,4,4,4,4,moderate,none,moderate,pass,"Хоол харахад анхаарлаа өөр зүйлд буцаах чадварыг тодорхой асуусан ч өөрийгөө зохицуулах чадвартай давхцана.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,4,B024,4,4,4,4,4,4,3,low,moderate,moderate,pass,"Нэг удаагийн зөрүүний дараах дараагийн хоолны төлөвлөгөөг үргэлжлүүлээгүй байдлыг тодорхой асуусан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,5,B037,4,4,4,4,4,4,4,low,low,moderate,pass,"Төлөвлөгөөнөөс зөрсний дараа дараагийн хоолонд эргэн орох итгэлийг нэг нөхцөлөөр шууд асуусан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,6,B033,4,3,4,4,4,3,4,low,none,low,revise,"Тодорхой газрын өдөөлтөөр бодолгүй гараа сунгахыг асуусан ч “газар болоход” гэсэн хэллэг байгалийн бус сонсогдоно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,7,B031,4,4,4,4,4,4,4,none,none,low,pass,"Өлсөлт хүчтэй болохоос өмнө дохиог анзаарсан эсэхийг нэг утгаар асууж, 14 хоногийн давтамж тохирно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,8,B034,4,4,4,4,4,4,4,low,none,low,pass,"Тогтмол үйлдлийн дараах автоматаар идэх дарааллыг тодорхой дүрсэлж, ерөнхий хэвшмэл байдлын хариулттай нийцнэ.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,9,B004,4,4,4,4,4,4,4,low,low,moderate,pass,"Идэх үедээ түр зогсож үргэлжлүүлэх эсэхээ бодох чадварыг нэг ажиглагдах үйлдлээр асуусан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,10,B010,4,4,4,4,4,4,4,low,low,moderate,pass,"Биеийн талаарх тавгүй мэдрэмж байсан ч хүссэн үйл ажиллагаанд оролцсоныг ойлгомжтой, шүүлтгүй асуусан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,11,B030,4,4,4,4,4,4,4,low,low,moderate,pass,"Нэг удаа алгассаны дараа төлөвлөгөөндөө эргэн орсон үйлдлийг тодорхой асууж, хугацаа ба давтамж тохирно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,12,B009,4,3,3,4,4,4,4,moderate,none,moderate,revise,"Өмнөхтэй адил хариулах ёстой мэт санагдсан эсэхийг асуусан ч төстэй агуулга болон нийцтэй харагдах дарамтыг хамтатгаж болно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,13,B011,4,4,4,4,4,4,3,low,moderate,moderate,pass,"Хоолны дүрмээс бага зөрөхөд бүх зүйл бүтэлгүй мэт санагдахыг тодорхой асуусан ч “бүтэлгүйтсэн” нь шүүмжлэлт өнгөтэй.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,1,B015,4,4,4,4,4,4,4,none,none,low,pass,"Асуултуудын хэт төстэй санагдсан байдлыг одоогийн асуулгын хүрээнд шууд, товч асуусан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,2,B020,3,3,3,4,4,4,4,moderate,low,moderate,revise,"Олон бэлтгэлээс болж хойшлуулсныг асуусан ч “төлөвлөснөө” гэдэг нь хоол эсвэл өөр зан үйлийн аль нь болох нь тодорхойгүй.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,3,B029,4,4,4,4,4,4,3,low,moderate,moderate,pass,"Биеийн төрхийн санаа зовнилоос шалтгаалсан нийгмийн үйл ажиллагааны зайлсхийлтийг шууд асуусан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,4,B040,4,4,4,4,4,4,4,low,none,moderate,pass,"Давтагддаг нөхцөл дэх идэхийн өмнөх зориудын сонголтыг тодорхой асууж, ерөнхий хэвшмэл байдлын шатлалтай тохирно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,5,B035,4,4,4,4,4,4,4,low,none,moderate,pass,"Завгүй үед урьдчилан сонгосон энгийн хоолны хувилбараа хэрэглэсэн зан үйлийг тодорхой асуусан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,6,B006,4,3,3,4,4,4,4,low,low,moderate,revise,"Ядарсан үеийн нэг энгийн алхам хийх итгэлийг асуусан ч ямар алхмыг хэлэх нь хариулагч бүрт өөр байж болно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,7,B018,4,4,4,4,4,4,4,low,low,moderate,pass,"Анх бодсон хэмжээнээс илүү идсэн үйл явдлыг товч, ойлгомжтой асууж, 14 хоногийн давтамж тохирно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,8,B001,3,3,3,4,4,4,4,moderate,low,low,revise,"Өлсөлтийг орой анзаарсныг асуусан ч “маш их сульдах” нь өлсөлтөөс бусад биеийн шалтгаантай байж болно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,9,B041,4,4,3,4,4,4,4,moderate,low,low,revise,"Өлсөлтийг анзаарсны дараах идэж эхлэх шийдвэрийн хүндрэлийг асуусан ч боломж, хүртээмжийн саадтай давхцаж болно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,10,B042,4,4,4,4,4,4,4,low,none,low,pass,"Өдөр бүрийн нэг үйлдлийн дараах бодолгүй идэлтийг тодорхой асууж, автомат дарааллын агуулгыг хадгалсан.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,11,B008,4,3,4,4,4,3,3,low,moderate,moderate,revise,"Зөрсний дараа дараагийн хоолонд эргэн орсныг асуусан ч “хэвийн хооллолт” нь тодорхойгүй бөгөөд үнэлэмж агуулж болно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,12,B026,4,3,3,4,4,4,3,low,moderate,moderate,revise,"Зав багатай үеийн итгэлийг асуусан ч “тохирох сонголт” нь тодорхойгүй, зөв буруу гэсэн үнэлэмж төрүүлж болно.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,13,B017,4,4,4,4,4,4,3,low,moderate,moderate,pass,"Төлөвлөгөөг яг дагаагүй өдрийг бүтэлгүй гэж үнэлсэн эсэхийг шууд асуусан; “бүтэлгүйтсэн” нь шүүмжлэлт өнгөтэй.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,14,B036,3,4,3,4,4,4,4,moderate,none,low,revise,"Сурталчилгааны дараах хоолны бодлын үргэлжлэлийг асуусан ч бодол төрөх нь идэх зан үйлийн урвалтай ижил биш.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R2-A,R2,health_psychology,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,15,B003,4,3,3,4,4,4,3,moderate,moderate,moderate,revise,"Таагүй мэдрэмжийн үед идэхгүй байсныг асуусан ч “мэдрэмжээ тэсвэрлэсэн” нь хугацааны хувьд бүдэг, ачаалалтай хэллэгтэй.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
