review_run_id,role_id,role_name,model_family,model_variant,prompt_variant,block_id,item_order_index,blinded_item_id,intended_meaning_retention,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_appropriateness,safety_acceptability,construct_overlap_risk,shame_judgment_risk,social_desirability_risk,suggested_gate,observable_rationale,synthetic_review_only,status_label
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_1,1,B035,4,4,4,4,4,4,4,low,none,low,pass,"Names use of a preselected simple meal option during a busy period.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,3,B005,4,4,4,4,4,4,4,moderate,none,moderate,pass,"States returning attention to something else after seeing food.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,4,B023,4,4,4,4,4,4,4,moderate,low,low,pass,"Links a familiar setting to beginning to eat without deliberation.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,5,B022,4,4,4,4,4,4,4,low,low,moderate,pass,"Uses eating with others as the scenario and asks confidence in personal choice.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,6,B004,4,4,3,4,4,4,4,moderate,low,moderate,pass,"Describes pausing while eating to consider whether to continue.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,7,B006,4,4,4,4,4,4,4,low,none,moderate,pass,"Asks confidence in completing one simple meal-related step when tired.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,8,B017,4,4,4,4,4,4,4,moderate,moderate,low,pass,"Describes labeling a day unsuccessful when the plan was not followed exactly.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,9,B027,4,4,4,4,4,4,4,moderate,low,low,pass,"Links a food smell to deciding to eat.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,10,B034,4,3,4,4,4,4,4,moderate,low,low,pass,"States that eating begins automatically after a regularly performed activity ends.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,11,B015,4,4,4,4,4,4,4,high,none,low,pass,"Directly asks whether the questionnaire items seem overly similar.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,12,B037,4,4,4,4,4,4,4,moderate,low,moderate,pass,"Asks confidence in returning to the next meal after eating differently than planned.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,13,B008,4,4,4,4,4,4,4,moderate,low,moderate,pass,"Describes returning to usual eating at the next meal after eating differently than planned.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_2,14,B012,4,4,4,4,4,4,4,moderate,moderate,low,pass,"States abandoning the day's meal plan after eating differently than planned.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,1,B013,4,4,4,4,4,4,4,moderate,low,low,pass,"Describes noticing that eating started only after some time had passed.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,2,B041,4,4,3,4,4,4,4,moderate,low,low,pass,"States awareness of hunger alongside difficulty deciding whether to begin eating.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,3,B038,4,4,4,4,4,4,4,moderate,none,low,pass,"States noticing a comfortably full point while eating.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,4,B002,4,4,3,4,4,4,4,moderate,moderate,low,pass,"Links feeling sad and eating with a short-lived sense of relief.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,5,B019,4,4,4,4,4,4,4,low,none,low,pass,"States preparing a simple version of the meal plan for busy days in advance.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,6,B033,4,4,4,4,4,4,4,moderate,low,low,pass,"Links a specific place to reaching for food without deliberation.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,7,B024,4,4,4,4,4,4,4,moderate,moderate,low,pass,"States not continuing the plan at the next meal after eating differently once.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,8,B026,4,4,4,4,4,4,4,low,none,moderate,pass,"Uses limited time as the scenario and asks confidence in making a suitable food choice.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,9,B003,4,4,3,4,4,4,4,moderate,low,moderate,pass,"Names tolerating an unpleasant feeling for a period instead of eating.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,10,B018,4,4,4,4,4,4,4,moderate,moderate,low,pass,"Compares the amount eaten with the amount initially intended.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,11,B009,4,4,4,4,4,4,4,high,none,low,pass,"Directly asks whether prior answers appeared to require matching choices.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,12,B040,4,4,4,4,4,4,4,moderate,none,moderate,pass,"Describes making a considered choice before eating in a repeated context.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,13,B014,4,4,4,4,4,4,4,moderate,moderate,low,pass,"Links anger or frustration followed by eating.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R4-A,R4,dietitian_weight_management,GPT-5.6,gpt-5.6-terra,literal-v2-1,block_3,14,B031,4,4,4,4,4,4,4,moderate,none,low,pass,"States noticing hunger before it becomes very strong.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
