review_run_id,role_id,role_name,model_family,model_variant,prompt_variant,block_id,item_order_index,blinded_item_id,intended_meaning_retention,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_appropriateness,safety_acceptability,construct_overlap_risk,shame_judgment_risk,social_desirability_risk,suggested_gate,observable_rationale,synthetic_review_only,status_label
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_1,1,B013,4,4,4,4,4,4,4,low,low,low,pass,Өгүүлбэр нь идэж эхэлснээ хожуу анзаарах нэг үйл явдлыг тодорхой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,9,B030,4,4,4,4,4,4,4,moderate,low,moderate,pass,Нэг удаагийн алгасалтын дараа үргэлжлүүлсэн эсэхийг ойлгомжтой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,10,B007,4,4,3,4,4,4,4,moderate,moderate,moderate,pass,Таагүй мэдрэмжид хоолноос өөр аргаар тайвшрах үйлдлийг асуусан боловч олон арга багтаж болно.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,11,B041,4,4,3,4,4,4,4,moderate,low,low,pass,Өлсөлтөө анзаарах ба идэж эхлэх шийдвэрийг холбосон ч өгүүлбэр нь ойлгомжтой.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,12,B011,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Дүрмээс багахан зөрснийг бүх зүйл бүтэлгүйтсэн мэт үзэх бодлыг тодорхой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,13,B008,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Төлөвлөснөөс өөр идсэний дараа хэвийн хооллолтдоо орох үйлдлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,14,B024,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Төлөвлөгөөнөөс өөр идсэний дараа дараагийн хоолонд үргэлжлүүлээгүй эсэхийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_2,15,B002,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Гунигтай үед хоол идэхтэй түр тайвширсан мэдрэмжийг нэг нөхцөлд холбосон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,1,B003,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Таагүй мэдрэмжийн үед идэхийн оронд тэсвэрлэсэн үйлдлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,2,B029,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Биеийн төрхдөө санаа зовсны улмаас хүмүүсийн дундах үйл ажиллагаанаас зайлсхийхийг тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,3,B036,4,4,4,4,4,4,4,moderate,low,low,pass,Хоолны сурталчилгаа харсны дараах бодол үргэлжлэхийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,4,B017,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Төлөвлөгөөг яг дагаагүй өдрийг бүтэлгүйтэл гэж үзэх үнэлгээг тодорхой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,5,B001,4,4,4,4,4,4,4,low,low,low,pass,Маш их сульдсаны дараа өлсөлтөө анзаарах хугацааг тодорхой заасан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,6,B015,4,4,4,4,4,4,4,moderate,low,low,pass,Асуултуудын хоорондын төстэй байдлын талаарх нэг үнэлгээг шууд асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,7,B006,4,3,4,4,4,4,4,low,low,moderate,pass,Ядарсан үед энгийн нэг алхам хийх итгэлийг асуусан ч өгүүлбэр урт байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,8,B038,4,4,4,4,4,4,4,low,low,low,pass,Идэх үеийн таатай цадсан мөчийг анзаарахыг энгийн бөгөөд ойлгомжтой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,9,B034,4,4,4,4,4,4,4,moderate,low,low,pass,Тогтмол үйлдэл дуусахад идэх үйлдэл өөрөө эхлэх дарааллыг тодорхойлсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,10,B023,4,4,4,4,4,4,4,moderate,low,low,pass,Танил орчинд бодолгүйгээр идэж эхлэх үйлдлийг ойлгомжтой илэрхийлсэн.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,11,B039,4,4,4,4,4,4,4,moderate,low,moderate,pass,Идэх зүйл ойрхон үед идэх эсэхээ сонгох итгэлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,12,B018,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Эхэндээ бодсоноос илүү идсэн хэмжээг нэг үйл явдлаар асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,13,B012,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Төлөвлөснөөс өөр идсэний дараа тухайн өдрийн төлөвлөгөөг орхихыг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,14,B014,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Уурласан эсвэл бухимдсаны дараа юм идсэнийг тодорхой цагийн холбоотой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R5-B,R5,mongolian_language_culture,GPT-5.6,gpt-5.6-terra,boundary-v2-1,block_3,15,B004,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,Идэж байхдаа түр зогсож үргэлжлүүлэхээ бодох үйлдлийг тодорхой асуусан.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
