review_run_id,role_id,role_name,model_family,model_variant,prompt_variant,block_id,item_order_index,blinded_item_id,intended_meaning_retention,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_appropriateness,safety_acceptability,construct_overlap_risk,shame_judgment_risk,social_desirability_risk,suggested_gate,observable_rationale,synthetic_review_only,status_label
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_1,1,B017,4,4,4,4,4,4,4,low,moderate,moderate,pass,"The statement presents one judgment in plain wording; the 14-day frequency options fit, while “failed” may feel evaluative.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,5,B007,3,4,3,4,4,4,4,high,low,moderate,revise,"The wording is clear, but it measures use of another soothing strategy rather than only tolerance of the unpleasant feeling.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,6,B016,3,4,3,4,4,4,4,high,low,low,revise,"The item combines noticing fullness with difficulty deciding whether to stop, so a response may reflect awareness or decision control.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,7,B002,3,4,3,4,4,4,4,high,low,moderate,revise,"The sentence contains both eating when sad and perceived short-term relief, which can yield different answers within one item.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,8,B022,3,3,3,4,4,4,4,moderate,low,moderate,revise,"“Make my own choice” does not specify the eating behavior or criterion, allowing respondents to evaluate different kinds of choices.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,9,B026,3,3,3,4,4,4,4,moderate,moderate,moderate,revise,"“Suitable food choice” lacks an explicit standard, so respondents may apply different health, convenience, cost, or plan criteria.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,10,B035,3,3,3,4,4,4,4,moderate,low,low,revise,"The item presumes a simple option was selected beforehand, so low frequency can reflect missing preparation rather than failure to use it.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,11,B029,4,4,4,4,4,4,3,low,moderate,high,pass,"The concern, avoidance behavior, and 30-day period are explicit; body-image content may invite socially desirable underreporting.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_2,12,B040,3,3,4,3,2,3,4,low,low,low,revise,"“Recurring situation” is unspecified, and the general timeframe requires respondents to average potentially different eating contexts.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,1,B042,3,3,4,3,2,3,4,low,low,low,revise,"The automatic sequence is visible, but “one daily repeated action” is undefined and may prompt different reference routines.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,2,B001,3,3,3,4,4,4,4,moderate,low,low,revise,"“Very weak” may arise from factors other than hunger, so the response can mix late hunger recognition with general physical weakness.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,3,B020,3,3,3,4,4,4,4,high,low,low,revise,"“What was planned” is unspecified, and the item links preparation burden with postponement, leaving two possible bases for the answer.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,4,B027,3,4,3,4,4,4,4,high,low,low,revise,"The wording clearly names smell and eating choice, but the answer can reflect cue reactivity or a deliberate decision to eat.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,5,B008,3,3,4,4,4,4,4,moderate,moderate,moderate,revise,"The recovery event is concrete, but “normal eating” is undefined and can imply a normative standard across respondents.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,6,B013,4,4,4,3,2,4,4,low,low,low,revise,"The delayed-awareness experience is concise, but a general typicality response lacks a defined period or recurring context for recall.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,7,B023,3,3,4,3,2,3,4,low,low,low,revise,"“Familiar environment” can refer to many settings, and the general typicality scale requires averaging across those settings.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,8,B038,4,4,4,4,4,4,4,low,low,low,pass,"The item asks about one identifiable fullness moment during eating, and the 14-day frequency scale fits repeated opportunities.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,9,B030,3,3,4,4,4,4,4,moderate,low,low,revise,"The lapse-and-resumption sequence is clear overall, but “the next time” does not specify the next meal or next planned action.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,10,B032,3,3,3,4,4,4,4,moderate,low,low,revise,"“Not fully but partially” introduces two implementation thresholds, so respondents may rate confidence against different minimum levels.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,11,B004,4,4,4,4,4,4,4,moderate,low,low,pass,"The pause behavior is concrete and singular, and respondents can map its occurrence to the 14-day frequency options.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,12,B012,4,4,4,4,4,4,4,moderate,moderate,moderate,pass,"The deviation and same-day abandonment are explicitly linked; plan-focused wording may still feel evaluative to some respondents.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,13,B010,4,4,4,4,4,4,3,moderate,low,high,pass,"The discomfort and participation behavior are clear within 30 days; positively valued participation may encourage favorable responding.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,14,B009,3,3,3,4,4,4,4,moderate,low,moderate,revise,"The phrase about feeling required to match a previous answer is long and can reflect perceived pressure or actual response consistency.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SP-R6-B,R6,cognitive_interview_method,GPT-5.6,gpt-5.6-sol,boundary-v2-1,block_3,15,B041,3,3,3,4,4,4,4,high,low,low,revise,"The item combines noticing early hunger with difficulty deciding whether to eat, so one response may represent awareness or decision difficulty.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
