review_run_id,role_id,role_name,model_family,model_variant,prompt_variant,block_id,item_order_index,blinded_item_id,intended_meaning_retention,clarity,single_construct_purity,response_scale_suitability,recall_period_suitability,mongolian_appropriateness,safety_acceptability,construct_overlap_risk,shame_judgment_risk,social_desirability_risk,suggested_gate,observable_rationale,synthetic_review_only,status_label
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,1,B038,4,4,4,4,4,4,4,low,none,low,pass,"The wording asks about noticing comfortable fullness during eating and fits a 14-day frequency response.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,12,B036,4,4,4,4,4,4,4,low,none,low,pass,"The item clearly links food advertising exposure with continuing food thoughts over the stated period.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,13,B019,4,4,3,4,4,4,4,moderate,none,moderate,pass,"The item describes advance preparation of a simple plan version but also reflects planning resources and organization.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,14,B041,3,4,3,4,4,4,4,moderate,none,low,pass,"The wording distinguishes noticing hunger from difficulty deciding to eat but spans awareness and decision-making.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,15,B015,4,4,4,4,4,4,4,low,none,low,pass,"The item directly asks whether the current questions felt overly similar and matches an agreement scale.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_1,16,B029,4,4,4,4,4,4,3,low,moderate,moderate,pass,"The item neutrally describes avoiding social activities due to appearance concern though the topic may feel exposing.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,1,B027,4,4,4,4,4,4,4,low,none,low,pass,"The item gives a direct sensory cue and eating decision with neutral observable wording.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,2,B022,4,4,4,4,4,4,4,low,none,moderate,pass,"The hypothetical social-eating situation and confidence judgment are clear though choosing independently may invite favorable responding.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,3,B042,4,4,4,4,4,4,4,low,none,low,pass,"The repeated daily action and subsequent automatic eating sequence are stated clearly for typicality reporting.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,4,B006,4,4,4,4,4,4,4,low,none,moderate,pass,"The fatigue scenario asks confidence in one simple chosen action and avoids perfectionistic expectations.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,5,B020,4,4,3,4,4,4,4,moderate,none,low,pass,"The item clearly links preparation burden with postponement but may also reflect time or resource constraints.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,6,B030,4,4,4,4,4,4,4,low,none,moderate,pass,"The wording focuses on resuming after one missed occasion and does not label the respondent negatively.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,7,B017,4,4,4,4,4,4,2,low,high,moderate,revise,"The word meaning failed directly embeds harsh self-judgment and could intensify shame around plan adherence.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,8,B001,4,4,4,4,4,4,4,low,none,low,pass,"The item describes noticing hunger only after pronounced weakness and uses no moral or diagnostic label.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,9,B008,4,4,4,4,4,4,4,low,low,moderate,pass,"The item frames return to usual eating after deviation without failure language though it presents a favorable behavior.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,10,B028,4,4,4,4,4,4,3,moderate,moderate,moderate,pass,"The item neutrally describes difficulty controlling continuation of eating but the loss-of-control topic may feel exposing.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_2,11,B040,4,4,4,4,4,4,4,low,none,moderate,pass,"The item clearly describes deliberate choice before eating in a repeated context and fits typicality ratings.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,1,B003,4,4,3,4,4,4,3,moderate,moderate,moderate,revise,"The phrase meaning endure the feeling may sound punitive and the item also reflects emotion-regulation ability.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,2,B034,4,4,4,4,4,4,4,low,none,low,pass,"The wording directly describes eating starting automatically after a routine action ends.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,3,B004,4,4,3,4,4,4,4,moderate,none,moderate,pass,"The item clearly describes pausing during eating although it also reflects mindful attention and self-control.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,4,B018,4,4,4,4,4,4,3,low,moderate,moderate,pass,"The item plainly compares intended and consumed amount without using stigmatizing labels.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,5,B011,4,4,4,4,4,4,2,low,high,moderate,revise,"The wording that everything felt like failure explicitly captures rigid judgment but may amplify shame.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,6,B035,4,4,3,4,4,4,4,moderate,none,moderate,pass,"The item describes using a preselected simple meal option but also reflects prior planning and access.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,7,B012,4,4,4,4,4,4,3,low,moderate,moderate,pass,"The item clearly describes abandoning the day's plan after deviation without labeling the person.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,8,B009,4,4,4,4,4,4,4,low,none,low,pass,"The item directly asks whether prior answers seemed to constrain current response choices.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,9,B039,4,4,4,4,4,4,4,low,none,moderate,pass,"The nearby-food scenario and confidence judgment are clear though choosing not to eat may appear favorable.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,10,B021,4,4,4,4,4,4,4,low,low,moderate,pass,"The stress scenario and confidence scale align but plan adherence can invite favorable self-presentation.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,11,B026,4,4,3,4,4,4,4,moderate,none,moderate,pass,"The time-pressure confidence question is clear but suitable food choice may vary with access and personal criteria.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,12,B016,3,4,3,4,4,4,4,moderate,none,low,pass,"The wording distinguishes noticing fullness from difficulty deciding to stop but spans awareness and behavioral control.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,13,B031,4,4,4,4,4,4,4,low,none,low,pass,"The item directly asks about noticing hunger before it becomes intense and uses neutral wording.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,14,B023,4,4,4,4,4,4,4,low,none,low,pass,"The familiar-context cue and automatic eating onset are clear and appropriate for typicality reporting.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
SP-R7-A,R7,ethics_safety,GPT-5.6,gpt-5.6-sol,literal-v2-1,block_3,15,B037,4,4,4,4,4,4,4,low,low,moderate,pass,"The confidence item frames recovery after deviation without failure language though the behavior is socially favorable.",true,"AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS"
